,Video.ID,URL,answer,question,Caption,Transcript,Text
135,breerenee33-53600-12,https://www.tiktok.com/@breerenee33/video/7213517954401635630,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Did you know 😅 #fyp #firsttimemom #momsoftiktok #momlife #momtok #momhack #momhacks #momhacks101 #babyproducts #babiesoftiktok #babybottle #babybottles #babybottlecleaner #babybottlecleaning #babybottlebrush ,Things I learned as a first time mom. This is not how you use a bottle brush. This is how you use.,Did you know 😅 #fyp #firsttimemom #momsoftiktok #momlife #momtok #momhack #momhacks #momhacks101 #babyproducts #babiesoftiktok #babybottle #babybottles #babybottlecleaner #babybottlecleaning #babybottlebrush  Things I learned as a first time mom. This is not how you use a bottle brush. This is how you use.
137,brendacphotos-2833-81,https://www.tiktok.com/@brendacphotos/video/7246150686835051822,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,"It was difficult the first time, but now it's getting better! All for my baby 💫🍼 Follow me for more tips! #weddingphotographer #firsttimemom #pumpingmom #pumpingatwork #momphotographer #breastfeddingsupport ","Hi, everyone. My name is Brenda. I'm a wedding photographer here in Kentucky. And today I'm gonna tell you how my second wedding after giving birth is going. I am in the car right now. I am pumping. I have my wearable pump on right now, and the wedding is going great. I am drinking a lot, a lot, a lot of body armor. And the couple know that I need to pump. So I'm here in the car just pumping right now while they're eating. And it's. It's going good. It.","It was difficult the first time, but now it's getting better! All for my baby 💫🍼 Follow me for more tips! #weddingphotographer #firsttimemom #pumpingmom #pumpingatwork #momphotographer #breastfeddingsupport  Hi, everyone. My name is Brenda. I'm a wedding photographer here in Kentucky. And today I'm gonna tell you how my second wedding after giving birth is going. I am in the car right now. I am pumping. I have my wearable pump on right now, and the wedding is going great. I am drinking a lot, a lot, a lot of body armor. And the couple know that I need to pump. So I'm here in the car just pumping right now while they're eating. And it's. It's going good. It."
139,brideere_-1089-73,https://www.tiktok.com/@brideere_/video/7115395979259546923,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Got less than 2 months of pumping left 🙌🏻 #pumpingmom #breastfeedingmom #exclusivepumping #makebottleswithme,"Make bottles with me. It's like there's nothing to it. Girl, them Russian twist is working. I just put your butt into it. All that talk I'm cutting through it. I ain't no connoisseur but I like this kind of store I got nothing to do with who the F they think I'm screwing Nine times out of ten I had them then I blew it But I need some dua lipa I'm trying to do more with her than do it feature I check the web they are chewing me up Fade away I left that Luca Neo bucket I heard from someone you said you could be us nothing you know my city like the Nuka gr All these discussions over who could see us. Hush it. I sold them basement shot let's do arenas Crushing she love me. I'm blushing. I'm lying, I'm touching. So why you being extra, huh? Being extra? She's a European and she know I'm seeing extra. Got a main character, but you could be a extra. Yes, sir. We the hottest out. Used to be. Next up now I'm on some Ariana. Thank you. Next f.","Got less than 2 months of pumping left 🙌🏻 #pumpingmom #breastfeedingmom #exclusivepumping #makebottleswithme Make bottles with me. It's like there's nothing to it. Girl, them Russian twist is working. I just put your butt into it. All that talk I'm cutting through it. I ain't no connoisseur but I like this kind of store I got nothing to do with who the F they think I'm screwing Nine times out of ten I had them then I blew it But I need some dua lipa I'm trying to do more with her than do it feature I check the web they are chewing me up Fade away I left that Luca Neo bucket I heard from someone you said you could be us nothing you know my city like the Nuka gr All these discussions over who could see us. Hush it. I sold them basement shot let's do arenas Crushing she love me. I'm blushing. I'm lying, I'm touching. So why you being extra, huh? Being extra? She's a European and she know I'm seeing extra. Got a main character, but you could be a extra. Yes, sir. We the hottest out. Used to be. Next up now I'm on some Ariana. Thank you. Next f."
140,bridgettesheri-926-201,https://www.tiktok.com/@bridgettesheri/video/7335317780675169578,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Back to work on Monday and I refuse to let my supply dip because of it #pumpingmom #pumpingmoms #pumpingatwork #pumpingmommaatwork #workingmom #exclusivepumping #exclusivelypumping #backtowork #maternityleave #parentalleave ,"Let's talk about setting boundaries as a pumping while I'm at work. So I go back to work on Monday from a six month maternity leave. I am pumping like 95% of the time and I don't want to lose that. I've worked too damn hard to get to four months of pumping to lose it for going back to work. So here are some expectations or boundaries I'm going to be setting when I do go back. So first thing I'm on a schedule. So I pump at 36912 3, 6, 912 night time. I don't always do but typically I for some reason wake up at three in the morning. So I pump then I pump at 6, 9am, 12pm, 3pm, 6pm and 9pm so at work I will be pumping at 9am, 12pm and 3pm so it's only three times in the day that I'm going to be pumping. I'm going to say if there are meetings that I need to attend, if there something I need to go to, I will not be available for 30 minutes during that time and I will be attending via teams, via chat. You know, however it might be, I'm going to be very, very, you know, I'm just gonna say it because you have a right, we have a right, we are pumping moms. We can do these things, we can set those type of expectations. It's not a lot to ask. I do have my own office, so I'm very lucky in that sense. And I do have a fridge in my office so I don't necessarily need to worry about where to store my milk. I'm also going to be using the Sarah's Chiller. I've posted a couple of videos with that before and is truly the best thing in the world if you are on the go and you're pumping. So I'm going to be using that, I'll be using my fridge, I'll be using a portable pump. So I haven't quite decided which one I'm going to do yet. I love my LV pump. When it works, when it works, it is amazing. It's convenient, you tuck it in, you go, you can do anything. But when it doesn't work, it's really frustrating. So I'm definitely going to have my manual hand pump, my Medela hand pump available at all times and then my Boone Trove, the two little ones, just suction onto there. I'm gonna have those in my pumping bag as well. So probably do a video on what I'm taking with me. To work. I think visual probably be a little bit easier. However, my biggest thing is I'm going to be setting those expectations the first day that I go back from maternity leave. So you know, when I talk to my manager I'm going to say by the way, I am pumping. I don't need anywhere. I can do it in my office or if I'm traveling for I work at a hospital but I also go medical office to medical office. So if I'm going to be going from one medical office to another, I can just pump in my car. I really don't care. Like I'd rather do it that way than try and find somewhere. So yeah, we're pumping moms. We can do this. I'm not losing my damn supply. I have tried way too hard to keep up the supply and keep everything going for work to take it away from me. So that is what we're doing.","Back to work on Monday and I refuse to let my supply dip because of it #pumpingmom #pumpingmoms #pumpingatwork #pumpingmommaatwork #workingmom #exclusivepumping #exclusivelypumping #backtowork #maternityleave #parentalleave  Let's talk about setting boundaries as a pumping while I'm at work. So I go back to work on Monday from a six month maternity leave. I am pumping like 95% of the time and I don't want to lose that. I've worked too damn hard to get to four months of pumping to lose it for going back to work. So here are some expectations or boundaries I'm going to be setting when I do go back. So first thing I'm on a schedule. So I pump at 36912 3, 6, 912 night time. I don't always do but typically I for some reason wake up at three in the morning. So I pump then I pump at 6, 9am, 12pm, 3pm, 6pm and 9pm so at work I will be pumping at 9am, 12pm and 3pm so it's only three times in the day that I'm going to be pumping. I'm going to say if there are meetings that I need to attend, if there something I need to go to, I will not be available for 30 minutes during that time and I will be attending via teams, via chat. You know, however it might be, I'm going to be very, very, you know, I'm just gonna say it because you have a right, we have a right, we are pumping moms. We can do these things, we can set those type of expectations. It's not a lot to ask. I do have my own office, so I'm very lucky in that sense. And I do have a fridge in my office so I don't necessarily need to worry about where to store my milk. I'm also going to be using the Sarah's Chiller. I've posted a couple of videos with that before and is truly the best thing in the world if you are on the go and you're pumping. So I'm going to be using that, I'll be using my fridge, I'll be using a portable pump. So I haven't quite decided which one I'm going to do yet. I love my LV pump. When it works, when it works, it is amazing. It's convenient, you tuck it in, you go, you can do anything. But when it doesn't work, it's really frustrating. So I'm definitely going to have my manual hand pump, my Medela hand pump available at all times and then my Boone Trove, the two little ones, just suction onto there. I'm gonna have those in my pumping bag as well. So probably do a video on what I'm taking with me. To work. I think visual probably be a little bit easier. However, my biggest thing is I'm going to be setting those expectations the first day that I go back from maternity leave. So you know, when I talk to my manager I'm going to say by the way, I am pumping. I don't need anywhere. I can do it in my office or if I'm traveling for I work at a hospital but I also go medical office to medical office. So if I'm going to be going from one medical office to another, I can just pump in my car. I really don't care. Like I'd rather do it that way than try and find somewhere. So yeah, we're pumping moms. We can do this. I'm not losing my damn supply. I have tried way too hard to keep up the supply and keep everything going for work to take it away from me. So that is what we're doing."
141,brighteyes2399-1833-63,https://www.tiktok.com/@brighteyes2399/video/7066259552731155759,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,fed my son @3:30 and got to pump at 7 at work #pumpingatwork #bossmoves #pumpingjourney #workingmom #monlait #pumpingmom #momlife,"No, you're good. Have you tasted your milk? Yeah. It tastes good. It tastes like sweet. What is it? You know. Fruity Pebbles. The milk. When you're done eating Fruity Pebbles is exactly what it's tastes like. That's so funny. It's hella sweet, TikTok.","fed my son @3:30 and got to pump at 7 at work #pumpingatwork #bossmoves #pumpingjourney #workingmom #monlait #pumpingmom #momlife No, you're good. Have you tasted your milk? Yeah. It tastes good. It tastes like sweet. What is it? You know. Fruity Pebbles. The milk. When you're done eating Fruity Pebbles is exactly what it's tastes like. That's so funny. It's hella sweet, TikTok."
142,brit617-517000-16,https://www.tiktok.com/@brit617/video/7112193218678213931,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Baby bottle hack to keep bottles warm for night feeds and for on the go!#brumate #babyhack #babiesoftiktok #firsttimemom #babybottle #newmom #newmomtips #momhack #babyhacks #parenthack #hack #tipsandtricks #momlife #babyhacks101 #momsoftiktok,NA,Baby bottle hack to keep bottles warm for night feeds and for on the go!#brumate #babyhack #babiesoftiktok #firsttimemom #babybottle #newmom #newmomtips #momhack #babyhacks #parenthack #hack #tipsandtricks #momlife #babyhacks101 #momsoftiktok
145,bsteeley-1675-46,https://www.tiktok.com/@bsteeley/video/7197661611228974382,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Little afternoon pump session.  @willowpump  #breastfeedingjourney #breastfeedingtok #increasesupply #increasebreastmilksupply #pumping #pumpingmom #breastpumpingtok #breastpump #breastfed #breastfeeding #breastfeedingmom😍😍 #breastfeedingmomanthem #breastfeedingmamasunite #breastfedbabe #workingmom #willowgo #willow #willowgopump #onthegopump #handsfreepump  #milk #breastmilk  #milkbrick #baggingbreastmilk #baggingmilk #milkymama #milkshake #lansinoh #lansinohbags #freezingmilk #milkstorage #freezerstash ,NA,Little afternoon pump session.  @willowpump  #breastfeedingjourney #breastfeedingtok #increasesupply #increasebreastmilksupply #pumping #pumpingmom #breastpumpingtok #breastpump #breastfed #breastfeeding #breastfeedingmom😍😍 #breastfeedingmomanthem #breastfeedingmamasunite #breastfedbabe #workingmom #willowgo #willow #willowgopump #onthegopump #handsfreepump  #milk #breastmilk  #milkbrick #baggingbreastmilk #baggingmilk #milkymama #milkshake #lansinoh #lansinohbags #freezingmilk #milkstorage #freezerstash 
148,bzubzu.my-5788-19,https://www.tiktok.com/@bzubzu.my/video/7292017836078255367,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,"By using these BZU BZU baby bottles cleansing foam, you can remove all the filth with every bubble! #BZUBZUbabyproduct #BZUBZUMalaysia #BZUBZUBabyskincare #BZUBZUFamiliescare #BZUBZUFamiliescarefromSingapore #BZUBZU #babybottlecleaner #babybottlecleaning #productsforbaby ",NA,"By using these BZU BZU baby bottles cleansing foam, you can remove all the filth with every bubble! #BZUBZUbabyproduct #BZUBZUMalaysia #BZUBZUBabyskincare #BZUBZUFamiliescare #BZUBZUFamiliescarefromSingapore #BZUBZU #babybottlecleaner #babybottlecleaning #productsforbaby "
149,ca.milleee-10000-23,https://www.tiktok.com/@ca.milleee/video/7151110880800034094,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Replying to @trishakeith Ignore how beat up I look yall that night was rought lol #OverwatchMe #andGO #formula #combofeeding #combofeedingmom #combofeedingmama #breastmilk #pumpingmama #pumpingmom #preppingbottles #formulamom #formulamama #makebottleswithme  #fypシ゚viral #fypシ #fypage  #foryou #fyp #foryoupage #trending #viral #iamcamilledior ,"Exclusively pumping to combo feeding. Pumping eight times a day was really straining on me mentally and physically. So I decided to explore another option which was combo feeding. I am working, I'm content creating. I'm full time mommy. So I really just needed something to give me a little break. My supply is still good, it's still thriving, but I don't plan on pumping much longer. I do breastfeed him at night. This way works better for us.","Replying to @trishakeith Ignore how beat up I look yall that night was rought lol #OverwatchMe #andGO #formula #combofeeding #combofeedingmom #combofeedingmama #breastmilk #pumpingmama #pumpingmom #preppingbottles #formulamom #formulamama #makebottleswithme  #fypシ゚viral #fypシ #fypage  #foryou #fyp #foryoupage #trending #viral #iamcamilledior  Exclusively pumping to combo feeding. Pumping eight times a day was really straining on me mentally and physically. So I decided to explore another option which was combo feeding. I am working, I'm content creating. I'm full time mommy. So I really just needed something to give me a little break. My supply is still good, it's still thriving, but I don't plan on pumping much longer. I do breastfeed him at night. This way works better for us."
150,ca.milleee-120600-55,https://www.tiktok.com/@ca.milleee/video/7148639911812418858,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,When I tell you he knocked out off the 1st combo bottle….He is sleeping good! #kendamil #kendamilorganic #kendamilformula #formula #combofeeding #combofeedingmom #combofeedingmama #breastmilk #pumpingmama #pumpingmom #preppingbottles #formulamom #formulamama #makebottleswithme  #f#fypシ゚viralf#fypシf#fypage#f#foryouf#fypf#foryoupaget#trendingv#viraliamcamilledior,Combo feeding earn candle milk formula up.,When I tell you he knocked out off the 1st combo bottle….He is sleeping good! #kendamil #kendamilorganic #kendamilformula #formula #combofeeding #combofeedingmom #combofeedingmama #breastmilk #pumpingmama #pumpingmom #preppingbottles #formulamom #formulamama #makebottleswithme  #f#fypシ゚viralf#fypシf#fypage#f#foryouf#fypf#foryoupaget#trendingv#viraliamcamilledior Combo feeding earn candle milk formula up.
153,camlex221-68300-37,https://www.tiktok.com/@camlex221/video/7166244100184771882,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Replying to @youravargemeannie #knockoutbottle #makebabybottle #makebottleswithme #formulabottle #knockoutbottles #momsoftiktok #momtok #babiesoftiktok #babytok #momadvice #babysleep #babysleeptips #babysleephelp #babysleeptip #babysleepthroughthenight #babyfyp #babyforyou #babyforyou #fyp #foryou @,NA,Replying to @youravargemeannie #knockoutbottle #makebabybottle #makebottleswithme #formulabottle #knockoutbottles #momsoftiktok #momtok #babiesoftiktok #babytok #momadvice #babysleep #babysleeptips #babysleephelp #babysleeptip #babysleepthroughthenight #babyfyp #babyforyou #babyforyou #fyp #foryou @
154,candygirl8270-1466-116,https://www.tiktok.com/@candygirl8270/video/7165339228501560618,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Nighttime bottle prep for Atticus 🍼💙 #AtticusSebastian #babiesoftiktok #lalasboy #formulafeeding #drbrownbottles #gassybaby #tommeetippeebinky #huggies #foryou #grandmasoftiktok #nightfeedings ,NA,Nighttime bottle prep for Atticus 🍼💙 #AtticusSebastian #babiesoftiktok #lalasboy #formulafeeding #drbrownbottles #gassybaby #tommeetippeebinky #huggies #foryou #grandmasoftiktok #nightfeedings 
155,carissa_mcholme-20000-19,https://www.tiktok.com/@carissa_mcholme/video/7246097492918439186,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,How to easily fill up and store your milk bags after pumping. I have a direct link to the milk storage bags I use in my bio: these are super cute and quite affordable compared to other brands #milkstorage #milkstoragebag #milkstoragetips #breastmilkstorage #breastmilk ,"After each pump I like to fill up one bottle for my husband to use for a feed later that day, and then the rest I like to put in a milk storage bag so I can then add to my freezer stash. And a fun tip. Use this part here from your pump to help fill up your bags. It makes it so much easier. Make sure you get all of the air out of your bag and then lay them flat in the freezer because it makes it so much easier to store them that way.","How to easily fill up and store your milk bags after pumping. I have a direct link to the milk storage bags I use in my bio: these are super cute and quite affordable compared to other brands #milkstorage #milkstoragebag #milkstoragetips #breastmilkstorage #breastmilk  After each pump I like to fill up one bottle for my husband to use for a feed later that day, and then the rest I like to put in a milk storage bag so I can then add to my freezer stash. And a fun tip. Use this part here from your pump to help fill up your bags. It makes it so much easier. Make sure you get all of the air out of your bag and then lay them flat in the freezer because it makes it so much easier to store them that way."
159,cecemicciche-5267-5,https://www.tiktok.com/@cecemicciche/video/7172657373780135211,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Replying to @ohmycass for my sanity.. the refrigerator hack is the only way #fridgehack #pumpinghacks #pumpingmom #pumpingtips #pumpparts ,I can't say on TikTok. It's gonna trigger people.,Replying to @ohmycass for my sanity.. the refrigerator hack is the only way #fridgehack #pumpinghacks #pumpingmom #pumpingtips #pumpparts  I can't say on TikTok. It's gonna trigger people.
160,chale1023-1516-42,https://www.tiktok.com/@chale1023/video/7314062819966651678,yes,Is this transcript giving advice for caring for a high risk infant?,3 days worth of frozen breastmilk being sent via Fedex to the surrogate baby i had 2 weeks ago via c section. #surrogate #surrogatemother #surrogacy #surrogatemom #surrogatejourney #surrogatelife  #surrogatepregnancy #becomeasurrogate #gestationalcarrier  #pregnancy #pregnancytiktok #ivfjourney #ivf #breastmilk  #breastpumpin #breastfeeding #postpartumjourney #postpartumrecovery #pumpingmama #breastfeed #pumpingmom #milkstork #momsonamission #shippingmilk #milkstorage #freezingmilk,"Milk, stork mama, all my frozen breast milk that I'm putting in the container. This is almost 200 ounces in this box that I'm sending to surrogate baby that I had 3 weeks ago post C section. So I'm gonna get that sent off in the FedEx location and we'll see if it gets there on time. All right, heading to FedEx right now. First Dropbox was only 40 ounces. Second Dropbox was 160 ounces. This box, I got 200 ounces in it for the family that I fit in there because I rolled it so flat. So that's all the box. Good. Capacit wise, that's all I could get. So awesome. Got it in. Gonna send it. Okay, we are here at the FedEx location. Let's do this.","3 days worth of frozen breastmilk being sent via Fedex to the surrogate baby i had 2 weeks ago via c section. #surrogate #surrogatemother #surrogacy #surrogatemom #surrogatejourney #surrogatelife  #surrogatepregnancy #becomeasurrogate #gestationalcarrier  #pregnancy #pregnancytiktok #ivfjourney #ivf #breastmilk  #breastpumpin #breastfeeding #postpartumjourney #postpartumrecovery #pumpingmama #breastfeed #pumpingmom #milkstork #momsonamission #shippingmilk #milkstorage #freezingmilk Milk, stork mama, all my frozen breast milk that I'm putting in the container. This is almost 200 ounces in this box that I'm sending to surrogate baby that I had 3 weeks ago post C section. So I'm gonna get that sent off in the FedEx location and we'll see if it gets there on time. All right, heading to FedEx right now. First Dropbox was only 40 ounces. Second Dropbox was 160 ounces. This box, I got 200 ounces in it for the family that I fit in there because I rolled it so flat. So that's all the box. Good. Capacit wise, that's all I could get. So awesome. Got it in. Gonna send it. Okay, we are here at the FedEx location. Let's do this."
162,chandlereholmes-1993-11,https://www.tiktok.com/@chandlereholmes/video/7187888501197770030,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,all this and an iced coffee added - it’s the “do you need me to help carry something?” from my clients as I walk into the salon that gets me 🫶🏽 #momtok #breastfeeding #breastfeedingmom #pumpingmom #pumping #workingmom #pumpingonthego #pumpingatwork ,NA,all this and an iced coffee added - it’s the “do you need me to help carry something?” from my clients as I walk into the salon that gets me 🫶🏽 #momtok #breastfeeding #breastfeedingmom #pumpingmom #pumping #workingmom #pumpingonthego #pumpingatwork 
163,charlottelord-4597-20,https://www.tiktok.com/@charlottelord/video/7061968196990962949,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,@Pippeta_Official #breastfeeding #milkstorage #milkcollector #girlmom #2under2 #daughters #mummygirls #littlesister #fyp #fup #foryou,"Pipette have kindly sent us some storage pots and a milk collector. So I thought I would show you what I got from just my letdown of feeding Scarlet for four minutes. I got a little bit less than an ounce, which is fine. So that's going to go in the fridge. So I need to say a big thank you to Phet. I love you so much.","@Pippeta_Official #breastfeeding #milkstorage #milkcollector #girlmom #2under2 #daughters #mummygirls #littlesister #fyp #fup #foryou Pipette have kindly sent us some storage pots and a milk collector. So I thought I would show you what I got from just my letdown of feeding Scarlet for four minutes. I got a little bit less than an ounce, which is fine. So that's going to go in the fridge. So I need to say a big thank you to Phet. I love you so much."
164,chasing_letdowns-16200-59,https://www.tiktok.com/@chasing_letdowns/video/6929539696959753478,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,#breastpumpingtips #breastmilk #breastfeedingmommas #milkstorage #milkstashtechniques #tips #hacks #breastfeeding #breastmilksupply #normalize,NA,#breastpumpingtips #breastmilk #breastfeedingmommas #milkstorage #milkstashtechniques #tips #hacks #breastfeeding #breastmilksupply #normalize
166,chelseadenyia-1536-51,https://www.tiktok.com/@chelseadenyia/video/7123975600091630894,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Draft. #momtok #momsoftiktok #BigInkEnergy #mommy #fypシ #fypシ゚viral #fyp #foryou #pumpingmom #pumpingmama #pumpingmomma #motnpump #breastfeedingmom #nursingmom #exclusivepumping #exclusivepumper #exclusivepumpingmama #exclusivepumpingmom #exclusivepumpingmomma #exclusivelypumping #exclusivelypumpingmom #exclusivelypumpingmama #exclusivelypumpingproblems #freezerstash #milksupply #milkstash #milkstorage #bottlefeeding #bottleprepping,NA,Draft. #momtok #momsoftiktok #BigInkEnergy #mommy #fypシ #fypシ゚viral #fyp #foryou #pumpingmom #pumpingmama #pumpingmomma #motnpump #breastfeedingmom #nursingmom #exclusivepumping #exclusivepumper #exclusivepumpingmama #exclusivepumpingmom #exclusivepumpingmomma #exclusivelypumping #exclusivelypumpingmom #exclusivelypumpingmama #exclusivelypumpingproblems #freezerstash #milksupply #milkstash #milkstorage #bottlefeeding #bottleprepping
168,christinajoydelacruz-10900-55,https://www.tiktok.com/@christinajoydelacruz/video/7228759724030692651,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,I go into the office twice a week and this is my pumping routine on those days! #breastfeedingjourney #workingmomroutine #relatablemomcontent #pumpingatwork #blackmomsoftiktok #realisticmomroutine ,"Breastfeeding while working full time is impossible. That's what I used to tell myself. But I actually found a way that's doable. So I want to take you guys to my breastfeeding pumping routine as a working mom. So twice the week I go into the office and I go to the gym before work. And the important thing while you're breastfeeding is that you're staying hydrated. Like really hydrated. Then every morning I'm washing my parts and putting them back into my bag and I use the LV2 pump. And I have no complaints. But I also have nothing else to compare it to. Nutrition is another factor. So I'm making sure I'm eating well while I'm breastfeeding because you need enough calories and nutrients for yourself and the baby. So what I do is I nurse her right before I get ready for work. I get to work around 7:30, and then I have my first pump break around 9:30 or 10. Honestly, I don't know if my supply is good or bad, but I do have to pump outside of work to make sure I have enough. I know this may not work for everyone, but I do go home on lunch and feed her. If I didn't do that, I would just pump all my lunch. In total, I pump two times at work and then I feed her on lunch.","I go into the office twice a week and this is my pumping routine on those days! #breastfeedingjourney #workingmomroutine #relatablemomcontent #pumpingatwork #blackmomsoftiktok #realisticmomroutine  Breastfeeding while working full time is impossible. That's what I used to tell myself. But I actually found a way that's doable. So I want to take you guys to my breastfeeding pumping routine as a working mom. So twice the week I go into the office and I go to the gym before work. And the important thing while you're breastfeeding is that you're staying hydrated. Like really hydrated. Then every morning I'm washing my parts and putting them back into my bag and I use the LV2 pump. And I have no complaints. But I also have nothing else to compare it to. Nutrition is another factor. So I'm making sure I'm eating well while I'm breastfeeding because you need enough calories and nutrients for yourself and the baby. So what I do is I nurse her right before I get ready for work. I get to work around 7:30, and then I have my first pump break around 9:30 or 10. Honestly, I don't know if my supply is good or bad, but I do have to pump outside of work to make sure I have enough. I know this may not work for everyone, but I do go home on lunch and feed her. If I didn't do that, I would just pump all my lunch. In total, I pump two times at work and then I feed her on lunch."
169,christine.chantelle-545-247,https://www.tiktok.com/@christine.chantelle/video/7216479010824391979,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,thank a teacher today ♥️ #fyp #teachersoftiktok #teacher #momtok #mom #moms #momsoftiktok #pumpingmom #pumpingatwork ,"Pump with me while I eat my lunch. Let's talk about what my lunch as a teacher looks like and why you should thank your child's teacher. If you're a parent and your child goes to school and your child has a good teacher, you cannot thank that teacher enough. This is how a teacher's lunch kurga if he didn't know I have a 50 minute lunch. And we're just gonna ignore the fact that these are things that we're doing instead of actually having our lunch because that's what we should be doing. There's just like way too many things that we do as teachers during our lunchtime. Literally, someone's knocking on my door. There's too many things that we do. We could be having lunch with a student, whether it's a reward or processing with the student. We could be editing a lesson that didn't go as we planned, so we now have to switch up the second half of the day. We could be calling parents, responding to emails, checking in with teachers. Our lunch almost never goes as planned. If a parent comes in to pick up their child early and wants to talk to the teacher about how they're doing, guess what? God forbid I say no, this is my lunchtime. I can't talk right now. Teachers wear so many hats. And I'm not complaining about any of this because I love my job and I love the kids and I do it out of the goodness of my heart. But what bothers me is that teachers do not get the credit they deserve. We fit into many different hats and we are expected to and that is not fair. What about my lunchtime? What about me having to pump because I have a six month old and a toddler? What about me wanting to check in on my kids or just call my daycare center, look at the app and see how they're doing, respond to their pictures. What about me wanting to just call my husband? Or me just wanting to have some quiet time and eat my lunch in peace. Some days I can, some days I can't. And I get it comes with a job. Again, not complaining. I'm just letting you know if your child has a good teacher, you cannot thank that teacher enough. Because good teachers, great teachers and teachers that care and teachers that take the time out of their day to dedicate time to your child. You cannot put a price on them. That is not taught. There are so many things to do in a school. There is so much need and so much support that is missing in schools. It is not fair to children. It is not fair to teachers and one dear tip that I would give all parents that have children in school is to keep in constant communication with the teacher about what they are learning, what they are doing, how are they doing, how can you relate what they are learning or just how? What conversations can you have with your kid about what they are learning in school? Having constant communication and one shared view on your child's learning and where you want them to be and where the teacher's projecting them to be and what the teacher is doing to help them get there is amazing. I cannot stress it enough. I almost have to go get my kids so I'm going to take these off. Let's see how much I made. I generalize in this video but I am just speaking about my experience. Experience as a teacher for seven years. I am not speaking for all teachers. I pump for 20 to 30 minutes so I usually have to rush to bag my milk and run down to get my class. Now I have two bags.","thank a teacher today ♥️ #fyp #teachersoftiktok #teacher #momtok #mom #moms #momsoftiktok #pumpingmom #pumpingatwork  Pump with me while I eat my lunch. Let's talk about what my lunch as a teacher looks like and why you should thank your child's teacher. If you're a parent and your child goes to school and your child has a good teacher, you cannot thank that teacher enough. This is how a teacher's lunch kurga if he didn't know I have a 50 minute lunch. And we're just gonna ignore the fact that these are things that we're doing instead of actually having our lunch because that's what we should be doing. There's just like way too many things that we do as teachers during our lunchtime. Literally, someone's knocking on my door. There's too many things that we do. We could be having lunch with a student, whether it's a reward or processing with the student. We could be editing a lesson that didn't go as we planned, so we now have to switch up the second half of the day. We could be calling parents, responding to emails, checking in with teachers. Our lunch almost never goes as planned. If a parent comes in to pick up their child early and wants to talk to the teacher about how they're doing, guess what? God forbid I say no, this is my lunchtime. I can't talk right now. Teachers wear so many hats. And I'm not complaining about any of this because I love my job and I love the kids and I do it out of the goodness of my heart. But what bothers me is that teachers do not get the credit they deserve. We fit into many different hats and we are expected to and that is not fair. What about my lunchtime? What about me having to pump because I have a six month old and a toddler? What about me wanting to check in on my kids or just call my daycare center, look at the app and see how they're doing, respond to their pictures. What about me wanting to just call my husband? Or me just wanting to have some quiet time and eat my lunch in peace. Some days I can, some days I can't. And I get it comes with a job. Again, not complaining. I'm just letting you know if your child has a good teacher, you cannot thank that teacher enough. Because good teachers, great teachers and teachers that care and teachers that take the time out of their day to dedicate time to your child. You cannot put a price on them. That is not taught. There are so many things to do in a school. There is so much need and so much support that is missing in schools. It is not fair to children. It is not fair to teachers and one dear tip that I would give all parents that have children in school is to keep in constant communication with the teacher about what they are learning, what they are doing, how are they doing, how can you relate what they are learning or just how? What conversations can you have with your kid about what they are learning in school? Having constant communication and one shared view on your child's learning and where you want them to be and where the teacher's projecting them to be and what the teacher is doing to help them get there is amazing. I cannot stress it enough. I almost have to go get my kids so I'm going to take these off. Let's see how much I made. I generalize in this video but I am just speaking about my experience. Experience as a teacher for seven years. I am not speaking for all teachers. I pump for 20 to 30 minutes so I usually have to rush to bag my milk and run down to get my class. Now I have two bags."
