Video.ID,URL,question,Text
brownieloxs-3567-30,https://www.tiktok.com/@brownieloxs/video/7122867562836184363,What is the tone of the text?,"How I cleaning my pump parts at work —when you dont trust/have access to the fridge method #cleantok #workingmom #pumpingpals #cleaningpumpparts #fridgemethod All right. It's about damn time. In a minute I'ma need a sentimental man or woman to pump me up Feeling fussy Walking in my balessiuses Trying to bring out the fabulous? Cause I give a fuck Way too much Imma need like two shots in my cup Wanna get up, wanna get down that's how I feel right now oh, I've been so down and under pressure I'm way too fine to be distressed yeah."
camlex221-1031-53,https://www.tiktok.com/@camlex221/video/7338054836354616619,What is the tone of the text?,#onthisday #morningbottle #makebabybottle #makebabybottleeswithme #makebottleswithme #enfamilgentlease #formulafedbaby #formulafeedingmoms #formulafeeding #fyp #formulashortageisreal #formulashortage #earlymorningtiktok #earlyinthemorning #youngmom #firsttimemom #boymom #formulafedandthriving #babytok #bottlefed #babyforyou #babyfyp #momtok #MomsofTikTok #exhaustedmom #fyp #feedingbaby #foryou 
zylerslife-69000-53,https://www.tiktok.com/@zylerslife/video/7054730015874878726,What is the tone of the text?,"Reply to @jazminlewis30 Its really easy :) #momcozys12 #breastpump #breastfeadingmomma #breastfeedingisnatural #momsoftiktok So it's actually very simple. Here's my cup. I'm going to take this part off, and then you have the cup sitting right there. And then you also take this little guy off, and then the little thing right here too, that comes off the top. So with my hot water running, I'm just going to grab my brush, put a little soap on it, and just clean it just like that. It's very easy, really fast. It takes, like, no time. Honestly, I think it's super simple. I just make sure to always have warm water on the hotter side. Going to disinfect it, and then I take, like, my little pieces to really get into the areas that need more of a deep cleaning or harder spots to get it."
meagankrahn-7451-103,https://www.tiktok.com/@meagankrahn/video/7236459009182780677,What is the tone of the text?,"Replying to @BeautyQueen hopefully this makes sense! Im happy yo anwser any othrr questions you have 🥰 #pumping #momsoftiktok #mom #momtok #baby #sahmlife #SAHM #momlife #twins #exclusivepumper #twinmom #breastmilk #exclusivepumping #oversupplier #oversupplymom #pitchermethod #bottlefed #freezerstash #freezingmilk #milktok #milksupply #milkstorage #elvie #elviestridepump #elviestride  This is how I store all of my breast milk. This is what works for us. So I always have two rows of bottles here. I have one row of grow bottles and one row of boy bottles. I just put them. Normally I make them all together so I just put them in the row. But if I were to make some more bottles like right now, I would just put them in behind it so that I know that we're still using the bottles that were first made at the front. So this is how I store the actual milk. So I have four of these 1 liter glass jars in this row. I always have today's pumped milk. So this is this morning's pumped milk. So I always just put this to the back and then as I fill more bottles I'll put them in front and then at the end of the day I will pull all of the milk forward here. So I would just make all of the bottles from these and then whatever I don't use goes in front. So I know that that's the oldest milk. And then I normally just tuck this last glass bottle in behind this row and that's sort of how I keep track and make sure that I don't mess up what milk is the oldest milk. And that way I can always just pull from the front and then it's not confusing for my husband either. He always knows. We've used the same system for quite a few months now since I bought these glass bottles. But. But it basically means that I can have 4 liters of milk in the fridge and I haven't made any bottles from yesterday's milk. So that's why I have so much in the fridge right now. But I will use like this front stuff first. And basically once I have a full extra jar of milk is normally whenever I start to freeze stuff and that's what I do to keep track. Normally this is more full with a bunch of bottles, but not everything was clean last night. So those are clean now. I'm going to make bottles shortly and then the fridge will be full again. I'll wash all of these glass bottles after I empty them and then just start filling them with my next pump."
theformulafairy-2532-174,https://www.tiktok.com/@theformulafairy/video/7166363757453643050,What is the tone of the text?,"Per the CDC, sanitizing feeding items daily is recommended for babies who are premature, immunocompromised or under 2 months of age. The simplest way to do this is using a dishwasher on sanitize setting—a sterilizer is not necessary! #fedisbest #formulamoms #formulamom #formulafeeding #formulamomma #formulaisfood  So I just came across a post, well actually several posts in a formula feeding Facebook group that compelled me to make a video. In the post, someone was asking if it's necessary to buy a. Well, either buy a bottle sterilizer like the steam ones, or if it's necessary to boil the bottles in order to sterilize them after, you know, every use or every so often, whatever. They were asking about that and there were a lot of people in the comments saying, yes, you have to. It's super important. It's important if they're preemie immunocompromised, if they're newborns, you have to have a sterilizer. So, so then I looked up sterilizer and like, you know, sterilizing bottles and there were a lot of people saying the same thing and this is actually not true. So first there's a difference between sanitizing and sterilizing. Sanitizing reduces the amount of microorganisms to a level that is considered safe. Sanitizing doesn't kill the germs, but it removes them from the surface, which significantly lowers the risk of infection. You'll usually hear claims like removes 99.9% of germs. So it removes most of them, not all of them. But it's, it's to a point that's considered safe, that is sanitizing. Sterilization on the other hand, eliminates or destroys all forms of microbial life, 100% of it, including bacteria and spores. When it comes to infant feeding items, usually we're talking about bottles. The only time this is necessary or recommended is after the initial purchase of the bottle or nipples or any bottle parts, any feeding items after you first purchase it. And it'll typically say this on the insert too, or somewhere on the package that it's recommended to sterilize it before you use it for the first time. Beyond that, daily sanitizing is recommended per the CDC anyways. The CDC recommends it for preemies, immunocompromised babies or babies under the age of 2 months. It's not generally necessary according to the CDC for older healthy babies. The EAAP doesn't have as strict guidelines. They say that you can sanitize with a dishwasher, but also that hand washing with hot soapy water, correctly letting it air dry, is sufficient to kill most germs. The easiest, the simplest way to sanitize, at least in my opinion, is with a dishwasher, washing it on the sanitized setting, you know, the heated drying cycle, quick and easy. I know, most people will just toss them in at the end of the day and then they're clean and sanitized and ready to go by morning. Now if you're like me and you don't have a dishwasher, I had a healthy full term baby so I never bothered with sanitizing my bottles. But if you do want to for your baby or if it's recommended for your baby, then you'll typically need to either do the boiling method or using one of those steam sterilizer. In those cases you are sterilizing the bottles which is totally fine. I mean there's nothing wrong with even more protection. But per the cdc, sanitizing daily is what's recommended for babies who are at the, you know, highest risk for infection or illness. So yeah, if you are not wanting to shell out the money for a sterilizer or you've been sterilizing and you're tired of it, don't want to do it and you have a dishwasher, then congrats, you don't have to sterilize. It's not necessary."
life.withjayde-5170-519,https://www.tiktok.com/@life.withjayde/video/7237460809473887531,What is the tone of the text?," Hi guys. So I am still sick. The baby is still sick, but we're chugging along. So my like milk management video that I normally do on Thursday night, it's going to look a little different. So I still haven't heard from the milk bank on if my milk has passed or failed. And I think today is day, business day 13, I think. And I thought it was eight to 10 days, but it's actually eight to 15 business days, I guess. So I guess if I don't hear tomorrow then I should hear by Monday. I don't know. This is my first box, my first time doing it, so I'm extra anxious and I've never done it before, so I don't really know. I did hear back about the lactation cookies. I knew there was a chance that I couldn't donate my milk while I was eating those. But again, this is like my first round of donating my milk, so I'm still learning and I reached out to the milk bank that they just to be safe, they don't want me to donate my milk during that period and they also want me to do seven days washout from the time I ate the last cookies. So the last time I ate the cookie I think was Sunday or Monday. I have it in my emails with them. So I have to wait until next week to donate, which I wasn't too worried about because thought we were going on our trip. So I was like, it's fine. It was going to be on my trip anyways. I wasn't going to donate any milk. Now we're not going to our trip. So now I'm just missing a week. So I just pumped this. Also, my supply has dropped significantly since being sick. This was my right, this was my left. That was like 30 minutes of pumping. I pumped this this morning and I didn't have like a nipple to go with it. So I've got to do something with that first. Then these were for my other pump later in the day. And then this was still from yesterday. So I have like way too much milk. I saw three bottles in the refrigerator, but I'm gonna use my milk to fill up some bottles and I do think this milk probably has some antibodies in it. So I think I am going to bag this. Even though I previously said it wasn't going to bag any more milk. I think I am going to. So let's put this into two bottles. All right, so there's two bottles then give this a good shake. Actually, I'm just gonna bag this because I nursed my son earlier. So this will have been milk from after I nursed him him. So I'll do that instead, hopefully. I do think that after I nursed him, this milk was a lot thicker and, like, fattier. This a good time to put in my video. So I don't normally have, like, fatty milk plugs or anything. And I'm always so jealous of everyone else's that I see on here until I have a sick and my son's sick and I'm nursing him, and I had, like, the best milk plug I've ever had in my entire life, probably ever will. My milk. I feel like my milk is always so, like, thin. Like, it's always very watery. It wasn't at first, but, like, now it is because of having such a big oversupply. Like, usually if you have, like, a major oversupply. I know everyone thinks having an oversupply is just the greatest thing. It's not. When you have major oversupply, you have, like, foremilk and hindmilk. You usually have a lot more foremilk, and that is your, like, thinner milk. The longer you go without pumping, your body makes more foremilk. Your foremilk. I've seen, like, contradicting stuff. I'm talking to you guys, and I'm talking to Alex. There's, like, contradicting evidence. Some people say, like, no matter what your foremilk or your hind milk, it's all your milk. But your milk that's in the back of your breast, your hind milk has higher fat content. Your milk in the front of your breast has lower fat content. That's your fore milk. And some people say it adds, like, more electrolytes. So if you go longer without pumping, your body is thinking, like, this baby's dehydrated. It hasn't drank in a long time, so it creates more of that foremilk with more electrolytes. It's really watery to hydrate them, so it makes sense. But I don't know. I'm not a scientist. I just read that Alex is interested. I don't know if you guys are, but I don't even know if I, like, went full circle with that. But the whole point was that, like, when you have an oversupply, you usually have an oversupply of, like, your thinner foremilk, not your fattier hind milk. And sometimes it can be harder to get that hind milk out because you have to fully pump until you're fully empty to pull that out. So when I'm feeling better, I'll Do a video. I've done it before. I've done it before. But, like, I'll pump for five minutes and show my milk, and then pump for another five minutes, show that milk, pump for five, until I have no milk left. And you can clearly see my milk grow from, like, very watery, almost translucent, like, very thick and creamy, and, like, more golden, liquid gold. Hold on, let me wash this. All right, I'm back. The baby is, like, fighting Alex. He does not feel good. It's breaking our hearts. Hate it so much. And I don't know if I went full circle in my video this morning either, about, like, why I even had, like, a panic attack this morning, but it's because when he got readmitted for jaundice, that was, like, so scary. Seeing him in that incubator, not being able to breastfeed him when he was in the, like, little baby container. We couldn't take him out at all. So here I am, postpartum for one week, first time, mom, and you basically take my baby out of my arms. Like, it was a very scary situation. The nurses, like, all came rushing and literally grabbed him from my arms, put him in this thing, ripped his clothes off, like, had his eyes, like, basically taped shut. And, like, anytime he was crying, we weren't allowed to pick him up. So it was. It was, like, torturous. Like, if you want to drive someone insane, put a new mother in a room with a crying baby that they're not allowed to pick up. Like, that felt so, like, inhumane and just scary and sad. I just sat there and, like, cried literally the whole night we were there. I mean, not to make this a whole, like, video on jaundice, but that was very scary. And we just sat next to his little thing the whole night with just, like, one hand in there, holding his hand, talking to him. But it was heartbreaking. So I'm so scared to take him back to the hospital right now with him being sick, because I'm scared we'll get admitted, they'll take him from me or something. I don't know. On the other hand, if he is sick enough and needs to go to the hospital, I will, without a doubt, take him. But I also know there's not a lot they can do for babies who are only four months old. He doesn't have a fever. He's really just congested and fussy. So we're just making sure he's still eating good, he's breathing fine, all of those things. So we're still just doing the humidifier. Steaming them out in some hot showers and warm baths. Lots of bottles, lots of cuddles. Some Tylenol. I've been checking his fever periodically. He doesn't have one. We did the nose, Frida, for the first time. Disgusting. But we got a lot out. All right, so here's all of his bottles. It had to take a brief intermission. The baby got upset and just wanted his mama. So I went and finished feeding him his bottle and gave him some more medicine. Got him settled down and I got my bags labeled, which. This is not gonna be enough. No, not at all. Oh, well."
thatfamily77-3922-154,https://www.tiktok.com/@thatfamily77/video/7092044090904300846,What is the tone of the text?,"Lol I changed it up a bit and was more of myself 😅 comment for part 2 to see how much we ended with #momsoftiktok #avaandtee #breastfeedingisnatural #lactationtiktok #pumpingmusthaves #combofeeding #milkstorage What's up, mommies? We are back with a bagging video. So today, you know, today your girl got some milk this morning again. She tried to nurse on one side mostly. No, actually, scratch that. That's actually my fault. I was lazy, and I didn't want to put on the other side because I was comfortable. So. Yeah, but. So we're pretty much even. Like, an even amount of both sides. Looks like four ounces and almost like four and a half. So that's what we working with right now. Not that much. We got a 1, a 2, a 3, a 4, a 5, a 6, a 7, and finally a 8. Yeah. So we're gonna bag all this milk. Bring y'all over here. Bring it over here. All right, so let's see. 1, 2, 3, 4, 5, 6, 7, 8. 1, 2, 3, four, five, six, seven, eight. Oh, we got it. Oh, wait. Gotta bag those. So I actually got the right amount without even counting. Yeah. Am I the only one that hates to pull these things off? Like, I'll pull it off, and then the other end is still on. Like, come on, now. What are you doing? I think they're all. No, see? What the heck? All right, I think we got it all. Sprinkle, sprinkle, sprinkle. Uno, do. Yeah. Milk, milk, milk. Oh, yeah. Oh, yeah. Boom, bow, boom. Yeah. Genius."
camlex221-1166-180,https://www.tiktok.com/@camlex221/video/7197140369643965738,What is the tone of the text?,#morningbottle #makebabybottle #makebabybottleeswithme #makebottleswithme #enfamilgentlease #formulafedbaby #formulafeedingmoms #formulafeeding #fyp #formulashortageisreal #formulashortage #earlymorningtiktok #earlyinthemorning #youngmom #firsttimemom #boymom #formulafedandthriving #babytok #bottlefed #babyforyou #babyfyp #momtok #MomsofTikTok #exhaustedmom #fyp #feedingbaby #foryou 
chaoticmadre2-691-212,https://www.tiktok.com/@chaoticmadre2/video/7294698773542980907,What is the tone of the text?," Good morning, y'all. Happy Friday. This morning, for my pump session, I used my Bayou Boo wearable pump. I did pump for 30 minutes. And of course, y'all know I love this pump simply because the cushions. This is the depressing side, my right side. So I was about to say, I don't even know which is which, but obviously we know this is my right side. Do y'all see the curves on these pumps? This is why I love it. So this is my left side. On my left side, I got 6 ounces. So this is my collection cup for my left side. I'm almost at the three ounce mark, so I'm just going to pour it in here. Why did I just do it like that? So I'm a little over 8 ounces. Another thing I love about this pump is that so, you know. Well, I'm not sure if y'all experience this, but I experience a lot of my milk or, like, once I finish pumping, I'll have milk stuck in a duct valve. And I'm too lazy to undo the whole pump just to get it out. So with this pump, it gets. It comes up here and I just pick it up like this. I'm not sure if y'all can see. Huh? Let's see. So this how it looks regular. I just pick it up like this. Yeah, y'all can see it. I pick it up like this, and the milk goes down in a little hole, and I just pour it out. So now I'm just going to pour my right side in. So I'm going to show you what I mean by the milk not getting stuck and valve and the duct valve. So up here, you see the milk just gonna. And now it's no milk. Wanna make it more simple. You could really take out. You have the insertion flying insert in there. I love the flying insert. It's so thick. You can just take that out, and it'll be easier to pour off the little bit of milk that's left. So let's see. I was at 8 ounces, so I have like, 3.7. I got like 3.7 ounces on my right side. I'm almost at the 12 ounce mark, but I'm not there yet. With my Boone collection cup, I'm at, like 1.5 ounces on my right side, and now I'm a little over the 12 ounce mark."
katbendarez-7370-464,https://www.tiktok.com/@katbendarez/video/7285838003178655018,What is the tone of the text?,"Pumping at work, lets talk about it! #pumping #breastfeeding #breastfeeding101 #maternityleave #goingbacktowork #pumpingatwork #maternityleaveover #maternityleaveending #workingmom #workingmoms #breastfeedingproducts #motherhood #motherhoodunplugged #amazonfinds #amazonmusthaves @Babylist @Willow Pump #willowgo #willow @earthmamaorganics #boonnursh @Free People #momsoftiktok #momtok #pumpingtips  Pumping at work. Let's talk about it. I have been back at work for one month now, and one of my biggest concerns when going back to work was my milk supply and just how to sort of navigate pumping in the office. So I would love to share my experience with you and hopefully it'll help some of you who are going through this transition. So let's talk basics. First of all, it is the law and your right to pump at work. Specifically, you have the right to pump at work for up to one year after your child is born. And your job is required to give you ample break times to do so, as well as a private place to pump without the interference of other employees or the public. And it is not not supposed to be a bathroom space. Now, in my first Going Back to Work video, I had never been in my pumping room, so I didn't know. But my office specifically does have two private pump places that you're able to book for your designated pump time. They have a little chair, a table, a sink, everything that I would need. So if you haven't left for maternity leave yet or you're coming back, make sure you know where your pump room is. One piece of advice that I have that I actually did was before my maternity leave even ended, I quickly logged on and whatever scheduling app you use, we use Outlook. I booked off my pumping time so that no one would be booking me for meetings or anything during my pump times. How do you navigate when to pump? So basically for me, I pump around the time my child will eat. So he currently eats every four hours. I usually feed him around like 5:36am before I leave for work. So I have two pump times at work. I pump at 10am and 2pm and I blocked off a half an hour for each of those times. So whatever works for you is basically whatever your child's feeding time is. Now, what do you do when someone books you over your pumping time? This has happened for me and I have sort of two ways that I navigate it. For me, this is just what works for me. I have like a threshold of 30 minutes. If I need to push my pumping time early by 30 minutes, I can do that. If I need to push it after by 30 minutes, I'm willing to do that. However, once I'm asked to sort of push it by an hour, if someone's really trying to, you know, extend a meeting, let's say from 9:30 to 10:30, that's where I say, no, I can't meet at this time. Please move this meeting. Otherwise I need to be late by 30 minutes. Now, for me, personally, everyone has been respectful of that. I've never been met with anyone upset or angry by this. They're willing to either move the meeting or like I said, if it's within my 30 minute threshold, I'll just pump before or after. But if I ever was to experience anyone sort of getting angry or upset or demanding that I move my pump time for them, then that is something I would recommend that you go to HR for and something that I would definitely go to HR for because it is our right to pump at work and these are the times that we need to do it. So that's too bad. When it comes to pumping at work, I. I'm gonna give you guys the warning that, that I never got. And it's pretty depressing. It's pretty depressing, especially in the beginning because for me, I mean, I would, I would nurse my son and I really enjoyed that bonding and that time that we had. And then when you get back to work, I mean, granted it's emotional going back to work, it's really, really hard. And then that first pumping experience, you're in probably like a smaller room and you're hooked up to your pump and you're just really missing your baby. So that's just something I share because it's probably something you will experience. What I do to help is I look at pictures of him, I look at videos of him, and I just kind of get my mind knowing that, hey, in a few hours I'm gonna be home with him and I'm giving him the milk that he needs. So if you do go back to work and you kind of experience that rush of emotion when you're pumping, know that you're not alone. I was there too. Now I do want to show you guys just kind of products that I use when I pump at work that have helped me. So maybe it'll help you. This is my pumping bag. I bring this to work every day with me. This bag is from free people. I only say that because so many people asked. It's from free people. I do love it. It's really spacious and has lots of pockets. I put all of my pumping stuff in here. So first I have my willow pump. I use the willow go at work. I know some people get all in a. Get on a fuss about using hands free pumps, but the willow go empties me out really well. I love the suction on it and it works for me. So I bring my willow pump and I bring my Charging cords just because I did have them die on me, which was my own fault. But it's good to know that if they were to die, I can charge them at work if I need to. And I also bring my nipple balm. I use the nipple balm every time I pump. That's just what I do. And I use the Earth Mama brand. I love this nipple balm. It's. It's just Chef's kiss. I wash my dishes each time. I'm. I'm definitely thinking I'm going to transition to just wiping them just because washing them does take a lot of time. But that's what I'm comfortable with. And if you're comfortable with washing them every time, do that. Did buy these breast pump wipes. So if I ever am just in a rush or hurry, I will use these to wipe my pump parts, and then that will hold them over for my next pump session. But when I wash my dishes at work, I got this off Amazon, and it's basically a dishwashing kit. So I'll open it up so you can see. So it comes with this empty canister, and I just put. I put my own dishwasher soap in here, and I use the Dapple dish soap. So I'll literally just pump my dish soap into here so it's in a nice, like, travel case. And then you have all these awesome, just, like, dishwashing tools like this to really, like, clean the bigger parts. You got this little piece to get really in there as well as this one. So I really, really like this. And then it also can be used as a drying rack, so these little spokes you can kind of set down and then, like, rest stuff to dry. I do recommend bringing your own dishwashing stuff. My job does have, like, a communal dish soap and a dish sponge, but I don't want to use that. I don't want Gary's leftovers on my pump hearts. You know what I'm saying? So I do think you should bring your own dishwashing stuff so that you're not, like, contaminating your pump hearts. Then I also have this. Unfortunately, I can't find it on Amazon for you guys, but it is available on Babylist. It is the Boone Trip Travel Kit, I believe it's called. So it comes with the little lawn to put stuff to dry, and then it also comes with this awesome, like, dish scrubber, as well as this little piece to really get in there. I. I really like this one a lot. So look on baby list, if you can't if you're trying to find it. Lastly, I bring a just a drying rag. So this is like a microfiber towel. And I use this to dry my pump parts, mostly because I don't have the time to like actually set them out somewhere and let them air dry. So I use this to to dry my pump parts. Okay, so that is the stuff that I bring. I do have all that, I think most of it linked on my Amazon storefront if you're trying to find it. I swear I'm not trying to like shove my storefront down your throats. It's just it is convenient if you're trying to look for what I'm talking about. So I really hope that that helps you sort of navigating pumping at work. If you guys have any questions, by all means, please reach out. I'm more than happy to help in any way that I can."
breannaseibel-22300-66,https://www.tiktok.com/@breannaseibel/video/7183031064657464622,What is the tone of the text?,"Replying to @shaffshafaa this is how I use & store breastmilk throughout the day! Hopefully this is helpful!  #KAYKissCountdown #newmom #momhack #breastmilkhack #newmomhack #newmomtips #momhack #newmomtips #momtok #newmomtok #momsoftiktok #momtips #pumpingtips #pumpingtipsandtricks #mominators #drinkgt #greaterthan #breastmilkismagical @drinkgt #momsontiktok #pumpingmom #pumpingmama #pumpinghacks #milkstorage #milkstoragetips #babyhacks #pumpingmomhacks  This is how I use and store breast milk throughout the day. It is very different when I'm at work, but this is what we do during the day. So I just pumped. This is how much I pumped. She will not eat this much. So what I'm going to do is this bottle was in the fridge, shake this up to get all the fat. And then I'm gonna pour this bottle into this pitcher. And my daughter usually eats about five and a half to six ounces per bottle. So I'm gonna pour the excess from into this container here. And then I will put this in the fridge to cool it down. If she has a bottle of milk that she doesn't finish, I put it in here and save it for bath milk, so those go back in the fridge. This will stay on the counter until she eats within four hours. If it's longer than four hours, I'll pour this into that bottle and cool it off and then put it in our pitcher. After a day or two, or whenever the pitcher is full, not longer than three days, then I bag it and freeze it."
ashlynsaal-41300-89,https://www.tiktok.com/@ashlynsaal/video/7204306349990104363,What is the tone of the text?,"Pumping on the go! #breastfeeding #breastfeedingjourney #momsoftiktok #momsover30 #normalizebreastfeeding #normalizenormalbodies #breastfeedingsuppport #breastfeedingtok #postpartum #momswithtattoos #motherhoodunplugged #fyp #fypシ #momswhotiktok #pumping #pumpingmom #pumpingmama #pumpingatwork #pumpingonthego #elvie #elviestride #elviestridepump @elvieofficial #breastmilk #breastmilkstorage #medela #medelamilkbags  Pump with me at work as a hairstylist. So here I am just putting my LV Stride pumps together super quick, throwing a towel down to make sure everything's clean. Ish. Normally I just throw the pump over my shoulder while I'm like, getting everything together. And then I go ahead and attach the pump, put them in my shirt, make sure that my nipples are lining up with the pump, put that bad boy in, and ready to go. I turn it down to like, the two speed just to, like, stimulate. And then once it starts going after like a minute or two, I turn it up to like, high. I usually keep it high for like 20 to 30 minutes, just depending on, like, what type of service I'm doing. I think here I pumped for like 25 minutes, and I got like six and a half ounces. So here I am just disconnecting my pumps, adding them to a bag, and then once I'm finished pumping, I just put them right back into my gallon Ziploc bag. And then I put it in our little mini fridge so that it keeps my pumps cool so I don't have to clean them in between each pump, which is a super nice, easy hack. And that's it. Put it in the fridge, plug my pump back in."
milkdropseverydropcounts-1104-228,https://www.tiktok.com/@milkdropseverydropcounts/video/7247329363111218475,What is the tone of the text?,"Whats in my work pumping bag ? @MomcozyOfficial @LaVie Mom @Rumble Tuff® @Idaho Jones Pumping Bags #breastpumpsupport #wearablebreastpump  #foryoupage #fyp #mom #workingmom #pumpingmom #pumpingmama #pumpingatwork #pumpingatworkproblems #pumpbag #packing #m5 #momcozypump #momlifebelike #breastfeeding #normalizebreastfeeding#normalizenormaloutput#normalamounts #oz #mls #amountofmilk #pumpingonthego #massage #family #explorepage #foryou #fyp #foryourpage #viraltok #friends #breastie #bottles  #p#pumpingmomp#pumpingjourneyp#j#justenoughero#oversupplieru#undersupplierp#pumpjourneyb#breastfeedingjourneyp#pumpingtipsp#pumpinghacksp#pumpingtipb#breastfeedingtipsb#breastfeedinghackb#bottlefeedingb#breastfeedinghackb#bottlefeedingtipsm#MomsofTikTokm#momtipn#newmomtipb#breastfeedingb#bottlefeedings#sterilizingbottles #pumpingmom #pumpingjourney #justenougher #oversupplier #undersuplier #pumpingjourney #breastfeedingjourney #pumpingtips #pumpinghacks # pumpingtip #breastfeedingtips #breastfeedinghacks #breastfeedinghack #breastfeedingtip #momsoftiktok  #MomsofTikTok #momtip #newmomtip #ftm #breastfeeding #bottlefeeding #supplementing #Milkstorage #pumpingmom #extendedbreastfeeding #breastfeedingpast1 #toddlerfeeding #milkstorage #pitchermethod #exclusivelypumping #milkbagging #pumptok #breastfeedinghack #milksupply #milksupplybooster #herbs #supplements #dropinsupply #supply #stress #oxytocin #powerpump #clusterpump #clusterfeeding #milksupplyboost #breastfeedingsnacks #increasemilksupply #milksupplytips #breastpumps #babyfever #firsttimemom #babytiktok #kidsbelike #babylove #motherhoodunplugged #sahmsoftiktok #newparents #breastfeeding #pumping #milksupply #momhacks #breastfeedinghacks #breastfedbabyprobs #breastfedbabe #breastfeedingtoks #breastfeedingtok #momtoks  #pumpinghacks #pumpingbelike #viral #pumpwithme #howto #tiktokhacks #lifehacks #more #milk #makingmilk #makingmilkismysuperpower #milkdrops #everydropcounts #momsofinstagram #fyp #foryourpage #foryourhealth #blackwomeninmedicine #lactation #lactationconsultant #lactating #parents #breastfedbabies #baby #babyshower #babygirl #babyboy #gender  Hey, y'all. So I'll tell you already, I am so tired, but I have been called in to work at the hospital tomorrow. So I am going to go ahead and pack my working bag because when I'm going for a long day, my little bag is not going to cut it. So here is my new mom cozy tote bag. And I love this one because on the bottom it has a separate attachment where I can also store another pump. So this makes me happy because I always like to have a backup option because, you know, anything can happen. So I'm just assembling this part and I'm attaching the three dividers because the pump I'm going to bring does have two wearable cups and a traditional like motor, which you're going to see. Y'all hear me talk about my favorite, one of my favorite regular pumps all the time. So as you can see that little zipper there. So this part can come off if you don't want it on there. But like I said, I do today. Today, because, well, tonight, because tomorrow I feel like I'm gonna need it. And that's the bag by itself. So it has two handles and then it also has a strap, which I like the strap style because it just makes it easier to like to fling it over my arm. So let's start, you know, filling this bad boy up. I am bringing my wearable cups that go with my one of my favorites, the Rumble Tough breeze. I talk about this pump all the time. I love it. I like it traditionally and I like it with the cups. So that's what I'm packing. It's all nice and charged up, so I know I'm good to go on that. And the pockets on the inside have two insulated bottle areas, so I think I'm going to be good. And I have refrigerator, so that was my pumping spray and of course my electrolytes. I'll bring my big old jug of water, my favorite massagers. Both of these are actually, I think on sale right now, so you can check out the link. I love these bags. I love the word, the sayings on them. So I'm definitely packing three of these because whatever I pump tomorrow, I am not going to have to, you know, use for the next day cuz I'll be home. So I'm going to put them directly in the freezer. And of course I'm going to bring my new mom cozy M5. I do like this pump because it literally comes with everything you need. Like it has four different flange sizes in it from a range of 17 all the way up to 28, which is kind of unheard of. No pumps are doing that. And then it also has these covers that will protect any kind of milk residue or my flange spray that may or may not get left on it. So I don't ruin the bag. I gotta bring my snack. If, you know, you know, breastfeeding moms, we need snacks, and this is my snack of choice. Don't judge me. It doesn't always have to be healthy. Of course, my MD herbs, because, I mean, they work. And again, you know, I don't want to experience any dips in supplies. Of course, my pump parts and accessory wipes, I'm going to put those on outside. And my pump spray, my sanitizing spray. I have to bring me some hand sanitizer because, yeah, got to keep the hands clean. And I'm just making sure I got everything. This bag holds so much. I was like, so, like, surprised. And I'm just adjusting the areas how I want to put my straps on and where I wanted to put my wipes on, because I did want to put those on the outside of my bag. So that's pretty much it. This bag is. And it's still light. It doesn't feel heavy. So I'm happy about it and I'm impressed. So good night."
theformulafairy-54400-50,https://www.tiktok.com/@theformulafairy/video/7109180554582625582,What is the tone of the text?,"Folks are often surprised to learn that we don’t usually boil water to sterilize the WATER, rather to sterilize the FORMULA ❤️🍼 #formulafeeding #formulafeedingmom #formulafeedingparents #formulamama #fedisbest #formulafedandthriving"
leahvidaurre-58600-52,https://www.tiktok.com/@leahvidaurre/video/7220374120460995846,What is the tone of the text?,"Cleaning pump parts is a chore we all have to face as pumping moms, but it doesn't have to be a nightmare! 😴 Check out my three tips for hassle-free cleaning!  #breastmilk #breastmilkhack #breastpump #breastpumpinghack #cleaningpumpparts #cleaningpumptips #breastfeeding #pumpingmom  Breast pumping is super time consuming and so is washing all of the parts. To cut down on washing bottles I use the pitcher method. So I collect all of my milk into one big pitcher and once it's full I freeze it. My first tip is to use a bowl with hot water and soap. Doing this will help you avoid unwanted contamination especially if you have a dirty sink like I do. Tip number two is to wear gloves. Since I'm using super hot water it really dries out my hands so the gloves are a lifesaver. I found the best soap for me to wash my pump parts with is Blue dawn dish soap. It really just helps get them the cleanest. My third tip then is to use a vertical drying rack or any drying rack really. This one is from OXO and it just really saves space and it makes sure your pump parts air dry. Did I miss anything? Let me know in the comments."
lucyakamom-3934-20,https://www.tiktok.com/@lucyakamom/video/7134889007808285994,What is the tone of the text?,#pumpingmom #pumping #pumpingatwork #whatsinmypumpbag #momhacks #pumpingmama #breastfeedingmom #breastisbest #momlife #boymom #spectrapump 
lucyakamom-3934-20,https://www.tiktok.com/@lucyakamom/video/7134889007808285994,What is the tone of the text?,#pumpingmom #pumping #pumpingatwork #whatsinmypumpbag #momhacks #pumpingmama #breastfeedingmom #breastisbest #momlife #boymom #spectrapump 
thatfamily77-3600-135,https://www.tiktok.com/@thatfamily77/video/7089059375603551530,What is the tone of the text?,It’s very therapeutic during this process #momsoftiktok #momslife #breastfeedingisnatural #milkstash #freezingmilk #milkstorage #breastfeedingmom😍😍 Process of bagging boob milk. Sa um.
